urlkey,timestamp,original,mimetype,statuscode,digest,pdf_version,creator_tool,producer,date_created,pages,page_width,page_height,surface_area,file_size,sha256,sha512
ftp.fedworld.gov/pub/irs-8871/912063135-8871-01.pdf,20010706083729,http://ftp.fedworld.gov:80/pub/irs-8871/912063135-8871-01.pdf,application/pdf,200,2XP6SY3BBU24ICI4JSHCLNQKAKGVMMPG,1.3,Acrobat 4.0 Scan Plug-in for Windows,Acrobat 4.0 Scan Plug-in for Windows,2000-08-11T18:08:06Z,2,612,768,91,42369,8af1632379db8acdf2a89bffd2f48f421c870f085b568d88e36d988d02f2b849,1cf9f3910f4ece89097304fa59865181d1a77354191ac21467be8034cbb4feb75250b2fa3111c8d52f6bcd0449f567a93e0c7f9f3f9e4f92042f019f4935ee78
gop.gov/c/document_library/get_file?folderid=11&name=dlfe-1137.pdf,20080327082501,http://www.gop.gov/c/document_library/get_file?folderId=11&name=DLFE-1137.pdf,application/pdf,200,SCOEDSFG5RRJWEVGHSI3WOE3YPDSBVKA,1.4,Acrobat PDFMaker 8.1 for Word,Acrobat Distiller 8.1.0 (Windows),2008-03-05T15:46:27Z,1,612,792,94,68105,79d72d8d9964cf15cd2a34e9e224b8df5dd57e41046d37383b0d82bd87781065,d5c12d76aa326125447ff7b859b3dd58ae402d1ffaf49e9a942af933250e9867be2cacde6dc6c0059cc73841ddc9b55aad83e17798eeda46067d4c8c16dda17f
gva1.utah.gov/disclosures/soopdf.aspx?id=230,20090927153357,https://gva1.utah.gov/disclosures/SOOPDF.aspx?id=230,application/pdf,200,5LJK3WBGEWURVXHBKF7FQP32FD7C7FQO,1.4,-,iTextSharp 4.1.2 (based on iText 2.1.2u),2009-09-27T15:34:02Z,2,595,842,97,93276,3490d9d18bfd1b3c33fe0df70564523da567df77b2e6a849b56c4abd7c16af61,3c014b15561297c1990991f0a44e45b8406dc35421eaa50725e138a9d07bf4429d5a97c54b9b7073e3da3a877f63f664c545ca26f23fe5de67ebe74ae6c2382d
hoyer.house.gov/index.php?view=article&catid=17:articles-a-op-eds&id=1975&format=pdf&option=com_content&itemid=66,20101018030214,http://www.hoyer.house.gov/index.php?view=article&catid=17%3Aarticles-a-op-eds&id=1975&format=pdf&option=com_content&Itemid=66,application/pdf,200,6X7DGVAM2PXFTZ3B6YQOHRCZ3VVBS5LO,1.5,Joomla! 1.5 - Open Source Content Management,TCPDF 2.5.000_PHP4 (http://www.tcpdf.org),2010-10-17T23:02:16Z,2,595,842,97,243276,18ba616d71edc7f1e5b4c20315ed62812db1875faee7704272457227a109c714,0f8069c8d67ac88d27d64b33d94831ddee2ed711dea4615b22b4ac00732c55ea0330abd4c5a6268884ac007b10b3284ff67ea461d6e323c5f0879fe9d2826d8f
hsgac.senate.gov/_files/openingstmtfinalsinglespaced.pdf,20070329021731,http://hsgac.senate.gov/_files/OPENINGSTMTFINALsinglespaced.pdf,application/pdf,200,AOHFJXCVNQCUJ22WM7SFTERIBYRNUKQ3,1.4,Acrobat PDFMaker 7.0 for Word,Acrobat Distiller 7.0 (Windows),2006-11-16T19:28:00Z,3,612,792,94,41806,166213ede60ae9509ec4bc0aeddcaeaff2171fc07a3f50b883a3349bf2f3349e,9f007ef13de4db1a0edef5368b709fb6ef00219cb5a4b114bcefb494b177d66f0ef3e9646fa3136392c8f8a54a9dbb117c393c2bd64e407e1334836caa59aab1
ignet.gov/ignet/internal/aid/aud_rpts/9826301f.pdf,19980610040442,http://www.ignet.gov:80/ignet/internal/AID/AUD_RPTS/9826301F.PDF,application/pdf,200,5IXFUAXPIWSNS4I6KSOJCGHEFEEBY5IE,1.2,Microsoft Word ,Acrobat PDFWriter 3.02 for Windows,1998-02-09T14:10:16Z,11,612,792,94,155350,8a6cd3c446cf883cbf0770c4086edfe1e8461ad01ef8c0b5fa40d42c03181c40,92c5518faffdab9e89bb99a80b8d7a68b0b8637023c106729de2cf163ee99bff9826e7beae46f48b5cc31d3fbcab0aa48705c5f51a36e19d509bcaf0cedcea82
mass.gov/dte/gas/01-100/212extreq.pdf,20041116113657,www.mass.gov,application/pdf,200,NCPYKKHSEFYCQGPJBOUJR3XLMIV5A2WT,1.2,extention requestdoc01-100 - Microsoft Word,Acrobat PDFWriter 4.0 for Windows NT,-,1,612,792,94,3975,b97e2a446260741238d4f8d3b368cec8f40886f90d4dfbc63f369168a1e9abcb,6cfabd9d94afe0966435a38655728712977d6f776bbcab0252a97005092ad2b480783c8a1aebd7a696533e3ec240acd9101b38be9954e4bb242bb50a4c31f59c
mccaskill.senate.gov/files/20120228letterrequestinginformationfrompearcenlrb.pdf,20120308004806,http://mccaskill.senate.gov/files/20120228letterrequestinginformationfromPearceNLRB.pdf,application/pdf,200,E7O4MCIJGJKJSZ2G3ID2HPJMHKKQESON,1.5,Hewlett Packard MFP,,2012-02-28T19:44:45Z,3,612,792,94,560804,acd3c9107f7f3b51494a7a8dd8309826db6240bc956c2ce5a988de21081b2df5,5adede517bb5c63b5c8253195b590c0cfe685d30b70e7777a8e38aa7f3f0bdbdd2de4148174744931e3ac6da820e80c9ef0aa368402d8730214139edb639d97a
nass.usda.gov/statistics_by_state/oregon/publications/horticulture/nursery2005final2.pdf,20101018231233,http://www.nass.usda.gov/Statistics_by_State/Oregon/Publications/Horticulture/nursery2005final2.pdf,application/pdf,200,3WVRGDKMXZRPVBBNRYOLXY3J3VIZROXI,1.4,PScript5.dll Version 5.2.2,Acrobat Distiller 6.0 (Windows),2005-10-26T19:01:25Z,13,612,792,94,884350,3d903ddb216863bff40a6fabe8a98df135ac8f30c9fcd8d62c915ecd933981e3,be405a0b8033072488f09341fd40f72eb3bf022e2ad2922c7891c0c9948d56a7e3cc8c32e897d760c0468b57f10f877bb8f3abcfb5e89c2b714e6c6003b55dc9
ntia.doc.gov/broadbandgrants/applications/tribes/6328ts.pdf,20101102094628,http://www.ntia.doc.gov/broadbandgrants/applications/tribes/6328TS.pdf,application/pdf,200,VDWP6Q64TMEWDW2TCZ4TGUJX44EK6E36,1.4,PScript5.dll Version 5.2.2,Acrobat Distiller 7.0.5 (Windows),2010-05-17T18:26:19Z,1,612,792,94,35087,184d7e9b0f8e539414c39d25dfe908cd3867cf3304970f608cc47755f55bda8e,86d20a767603a7dd8b957f55a96164caefadaacc46a6236417f5e4dbc0f754224411b9808459c5cf9c95db0c6c8e67adf59b19fb51dad81b72a6ac774f0c5199
oic.wa.gov/orders/proceedingsdocuments/d04-114hearingord.pdf,20090511082422,http://oic.wa.gov/orders/proceedingsDocuments/D04-114hearingord.pdf,application/pdf,200,Z6MFGCCD2MPGIYU6LAJOFH3VJWFDDW37,1.2,-,-,-,4,622,790,95,157928,42a9c5415acb76fe8636c3ce95522801f89cdb92e860d2bed633bdaf98345ea4,ac1fc979c2d5c263cacbf7b3ec4ee197a51e9e188b65b88dbd819924b057b8c83dcd3e8afc618fa16091c2fa4c038dddf70e8c205f67c8d160baf1bcf51ce048
origin-www.aphis.usda.gov/publications/aphis_general/content/printable_version/brotradb.pdf,20091230035550,http://origin-www.aphis.usda.gov/publications/aphis_general/content/printable_version/brotradb.pdf,application/pdf,200,K3IGHYFHR26MTI4I6GKU2LRQHYXKEUVN,1.2,QuarkXPressª 4.11: LaserWriter 8 8.7,Acrobat Distiller 4.05 for Macintosh,2001-12-20T17:34:20Z,8,612,792,94,151785,010fde98e43e247b5c7d978cf3894a15310adce87d2455881c4c2db767725481,d14a7f7155306a03f506300e3445a0dc50f66873f758213a91469e6ddfbb3ff451151d73b8dc2c6ac56b3d66a5148aba2f0f7bfd1cd2160fe88f4b6e7c4cd3e5
pvt-www.etc.uspto.gov/web/offices/pac/dapp/opla/comments/fpp_claims/mcglew.pdf,20160223115542,http://pvt-www.etc.uspto.gov/web/offices/pac/dapp/opla/comments/fpp_claims/mcglew.pdf,application/pdf,200,XRYHJNEQBXETTP5HKCE5THSUVASCXEG4,1.4,PScript5.dll Version 5.2,Acrobat Distiller 7.0.5 (Windows),2006-05-09T13:01:36Z,3,612,792,94,39607,9bed8f1dd89e207a49804ee0b8f6c398d2529dec825f67b76066924fd199a057,91efa1bcd71703a307697e659805281b98defedd299b08c6c88d77a7a1dd49565ee04ad188b68ea5f02f101ccd380f92eb99b660d6c9357d7fee1c06164fe36b
reportcards.nysed.gov/files/2008-09/cir-2009-450101060003.pdf,20111211201305,https://reportcards.nysed.gov/files/2008-09/CIR-2009-450101060003.pdf,application/pdf,200,TBI3APZQ4LEU3AO3OLYNCZLYYOO4ZOLB,1.3,-,iText 2.0.0 (by lowagie.com),2010-01-29T23:32:44Z,7,612,792,94,318268,77fbcae392991757fa56519c851b1de2c9425ec3bbc8a83ddad96a25187e40d6,f41e544890f5d92d7daae90c0c2884b317215988f56597ce78170f546e8a7772ddcaea827a8c96478744f0da0883fc79b341ed225dcfaf97e40843cb91c7c76c
schakowsky.house.gov/index.php?view=article&catid=6:in-the-news&id=1871&format=pdf&option=com_content&itemid=17,20110410212453,http://schakowsky.house.gov/index.php?view=article&catid=6%3Ain-the-news&id=1871&format=pdf&option=com_content&Itemid=17,application/pdf,200,4JIOYSGO26FIUJU47G4MCVYSZUGX7EAE,1.5,Joomla! 1.5 - Open Source Content Management,TCPDF 2.5.000_PHP4 (http://www.tcpdf.org),2011-04-10T17:24:55Z,2,595,842,97,242861,d6a6b9894fe53a77d7433eece8bb2edf31e37810f21271a7642cfa594f046e4d,806f06daccb0494f55975733205e20ab011a911239048f542814fb8e4a7db3b0898a3fe0dac70a7f8fa8ff70e6588d9ba1f32b2ad04094b70e1371d1acd9a56d
science.energy.gov/~/media/ascr/ascac/pdf/meetings/20141121/bland_coral.pdf,20170325173245,https://science.energy.gov/~/media/ascr/ascac/pdf/meetings/20141121/Bland_CORAL.pdf,application/pdf,200,ECD5ZBDO5DNK52KCE74RPTT5UDFMOIW4,1.5,Acrobat PDFMaker 10.1 for PowerPoint,Adobe PDF Library 10.0,2014-11-21T04:28:58Z,16,720,540,75,1131424,25974bd20135dc115ea455bcc2ca54c0f644404db2122401b32c0724272c89e7,81be4da01f7156596bdafc9d3a7221a56f2f09008bf2e787042391e2e827241c84c69c982aa986f5cee1aa3fae86b9aa444ba3a72e4248e8e1e9a66afdcf0de9
sco.idaho.gov/web/dsadoc.nsf/996e06fd5051489487257021006dfe04/$file/transfers.pdf,20101110070858,http://www.sco.idaho.gov/web/DSADoc.nsf/996E06FD5051489487257021006DFE04/$FILE/transfers.pdf,application/pdf,200,FGQNTPYB75NQ2BY4HIIFBTVHYQBOX44W,1.4,Acrobat PDFMaker 7.0.7 for Word,Acrobat Distiller 7.0.5 (Windows),2007-08-02T09:32:34Z,3,612,792,94,35525,528ed1df6c8de75796e90a576b4f659c19b037bfdc7c874775e310215de4c202,e29db00594af1fa578ae8fbb434aa76e49be56c0839777459cbeb46aa4686a37aa823cc2fa25a27443b65fc067c8b52b0d1cd0f66b3f92ce07752a756a3cef91
sdsos.gov/electionsvoteregistration/electvoterpdfs/2006/stanleycounty2006primary.pdf,20080619004916,http://www.sdsos.gov/electionsvoteregistration/electvoterpdfs/2006/StanleyCounty2006Primary.pdf,application/pdf,200,4VXCOS4VUT37JP4BK425KOKWXRYTMJDO,1.6,Canon DR-2080C TWAIN,PDFScanLib v1.2.2 in Adobe Acrobat 7.0.5,2007-01-18T16:58:25Z,3,612,792,94,66635,7de4cd71fb4507db6179311b70c95cfd3f90e062d9e96e190a2e676eb077069c,cf4f3fcf5902dde63ec3f1d5d6ae94238bca1f56ac9e94a86d64a0e22b4a89b7100c010adac6c923fade9828e6876eb9b9f2d9d7891fa5d1faeae20a67ba708d
secstate.wa.gov/elections/pdf/vrko.pdf,20050815094017,http://www.secstate.wa.gov/elections/pdf/vrKO.pdf,application/pdf,200,CUF7M7BNFDH3UZPGBG55JYJHN4LVA3CP,1.3,PageMaker 6.5C,Acrobat Distiller 5.00 for Macintosh,2004-04-14T23:50:53Z,2,612,792,94,1831062,5b8363466bc8153c0ed19179739e193ed7fedb9fad574694236dea8e098f96cb,00d6e81f9214f05e9a52c7cc30ef56f9f381b955882102e92f79cd82ea1eb5aab0939975ec38fefa3e7879c8d9eff2d72ff7752b4bddac0825b7d64df3230fa4
sos.idaho.gov/corp/forms/cancel_llp.pdf,20100617065350,http://www.sos.idaho.gov/corp/FORMS/cancel_llp.pdf,application/pdf,200,RUW5HYZIHK3VYBQE2PL4OZ3KT2S2SPVO,1.4,PageMaker 7.0,Acrobat Distiller 7.0.5 (Windows),2007-11-09T21:15:52Z,2,612,792,94,69268,09350f53aa59929624f17d4a9166ae8e74957aadb4a4f79cca4d38b30743bb6b,72ddf8bfebb1c1e7f79efa3ad56d79cdc7f7549e84827e730c6e1a776f19364fb27f69279055b3bf5100cfcf20ce0a4f2e705861574c7398bb72f9657742f18d
sos.idaho.gov/elect/finance/2010/10annual/candidate/undecl_smylie.pdf,20111217075917,http://www.sos.idaho.gov/elect/Finance/2010/10Annual/candidate/Undecl_Smylie.pdf,application/pdf,200,DC6ISE73FTS3CSZYA7GWOAXRDY7WRE75,1.4,FUJITSU fi-6230dj,PDFScanLib v1.2.2 in Adobe Acrobat 8.0,2011-01-31T21:11:34Z,3,614,792,94,48927,e52e97a061a865f8b45fba5dc304de892eca6210eb3f32050511c20ca27f5f9c,364c497503757a72918a4501823cd386346d03b55a34dcb746c4bd9011aadd7b99b16f98f5d4f0daa94e7c329092589fe1567d1ce605d9a381aa0c8c0495f0f0
swrcb2.swrcb.ca.gov/publications_forms/publications/general/docs/catalog_activities_info_partc_c.pdf,20091023193323,http://swrcb2.swrcb.ca.gov/publications_forms/publications/general/docs/catalog_activities_info_partc_c.pdf,application/pdf,200,UJ4BLXG5WVOR74SEFBHIMJZYVQCVV3EZ,1.2,Print W022C0~1.TIF (120 pages),Acrobat PDFWriter 3.02 for Windows,-,120,612,792,94,7771745,907ea3033fe4da823c6c8c6aea9d0064855ebcaf7ca6f401eec69f08ca1efeb6,9fdf41a9d36fceef660c8ba54c714df4f5fe5b2c0dfa2c18b5081b54d44ae31b1913d814bf6dd09834904ee3b43bc1a9ed245d3507e49942261a85953b3ba1e8
tax2.virginia.gov/web_pdfs/localretaxrate2001.pdf,20100104203812,http://www.tax2.virginia.gov/Web_PDFs/LocalREtaxrate2001.pdf,application/pdf,200,HLYRITP6GLJWLRBBPIM73IDSX2GSAQSI,1.3,Microsoft Excel - levy01,Acrobat PDFWriter 4.05 for Windows NT,2002-03-29T21:37:38Z,9,612,792,94,25315,0e1dc79564b71ea546cc9b4107d5d9cbe030ef4c3c28cd4265057ac945d5fe6c,86811c75e21e5714b203d7561b5496c55501729061500801696ee99c8a86b446a1026dbc6c76fbef870a20cdd43f1c5fdea5b0924c8ab44166af0743bcdab308
wildlifenews.alaska.gov/pubs/news/2007/9-8-2007.pdf,20090809131610,http://www.wildlifenews.alaska.gov/pubs/news/2007/9-8-2007.pdf,application/pdf,200,RC7BS5CIY6SCEAPZ3YKNOSC3IMBGZA2C,1.5,PScript5.dll Version 5.2,Acrobat Distiller 6.0 (Windows),2007-09-10T15:27:41Z,1,612,792,94,12345,467cbd9171d24fff8c1023d5b232f83a4a3e59bba419745f21910edf227f269d,d520ec64926327486e66a75bb2594ac012da492d107b55428143f0760b2066030754c93bc2ed8e5c197faccc9007d3df129e6a5cd3a0038b8c698b67fdb59ddd
wiwd.uscourts.gov/sites/default/files/ao_121.pdf,20150108062207,http://www.wiwd.uscourts.gov/sites/default/files/AO_121.pdf,application/pdf,200,EIR7WZL6LLXE7N7TX5ZY4QKXPPZEISPQ,1.6,POP90,Corel PDF Engine Version 9.543,2007-12-05T21:32:40Z,1,612,792,94,119461,eeee1b7f76ca837889f4bbcd489aa0c62d29e975e39a5e3068463b773dba51c9,7525ae0a277d38fc0682aec57f2f7dd9d6e274fb249fcd0e4ec3b3998b75229e0fd5e4c44ce1bbf8d78a23d0449e9095a3a7c658001e3e65886a65cfc0a04939
aging.senate.gov/letters/georgetowncme.pdf,20100804195253,http://aging.senate.gov/letters/georgetowncme.pdf,application/pdf,200,X2TE62KGA4WZHW5FVEWCH6NZ76MUPQZ7,1.4,Acrobat PDFMaker 8.1 for Word,Acrobat Distiller 8.1.0 (Windows),2009-07-29T17:34:39Z,5,612,792,94,132375,1787aa5b7478bdafd5a6a0b70cf1865cf51b147d6b78f3f7f5388c35fc331db9,00d332920cfb07552d4a0b2769c713deb27714f0660f15b8d9eeb3172723649f8958ad85ab41382fa9ded19282de0bf56355bbdeed0257e365a9752e80fe6c00
archives-agriculture.house.gov/sites/republicans.agriculture.house.gov/files/pdf/hearings/gerard120323.pdf,20151029115511,https://archives-agriculture.house.gov/sites/republicans.agriculture.house.gov/files/pdf/hearings/Gerard120323.pdf,application/pdf,200,ALQMFHOFCDKV7HIO2VGHCM3ZDDVVZPBW,1.7,Adobe Acrobat Pro 10.1.2,Adobe Acrobat Pro 10.1.2,2012-03-23T14:50:40Z,12,612,792,94,692206,99494e9aa42e4027a9043da26a7daae9def7cf1cf633e7508a998562e1fc6101,b70274deccc688b27a1b9a111ad2be7931f673c99cc11ac7774bb706d52bc7d0a3ab0f937300c419a8b04cbbaf8ac3400f76d7304d44c6fb2e680bfb3c33787d
burgess.house.gov/uploadedfiles/11.22.2013_weekly_video_address_my_health_care_solutions.pdf,20140105045209,http://burgess.house.gov/uploadedfiles/11.22.2013_weekly_video_address_my_health_care_solutions.pdf,application/pdf,200,U23MNPFKWDU6QBI3PCJ5KCLGX3RO4LMN,1.5,Acrobat PDFMaker 10.1 for Word,Adobe PDF Library 10.0,2013-11-22T14:37:07Z,1,612,792,94,14805,995f62bb49f51dbc86c9602e2a72a0b7348855f47516a592f8521c8fcd0c9076,8e28d1e1c7d1a264c8e4023d8d4919b19c0f96cb2f93cb285c1f815ce207cd8022a4748a24cdb4bf339bbec1f14a64a5a8ac0c9ad3fcd610e62525a90f1ad1c1
campbell.house.gov/index.php?view=article&catid=19:greeneyeshade-blog&id=2035:listen-to-what-i-say-and-dont-pay-attention-to-what-i-do&format=pdf&option=com_content&itemid=69,20100809120257,http://campbell.house.gov/index.php?view=article&catid=19%3Agreeneyeshade-blog&id=2035%3Alisten-to-what-i-say-and-dont-pay-attention-to-what-i-do&format=pdf&option=com_content&Itemid=69,application/pdf,200,M3JC5LYIW5JUNGMUE4FIXGDYFEUABDJK,1.5,Joomla! 1.5 - Open Source Content Management,TCPDF 2.5.000_PHP4 (http://www.tcpdf.org),2010-08-09T08:02:58Z,1,595,842,97,240208,bda9f7542d17dd03377f802c889ba544dda963f3ce98f813bad1934785ca5f34,95b2196cd61199d849086d26a66578b62d596eb5569539cedcec97e0db2dc0f6dd99419bf23d41be4eca85ac85f97c7c6af8ab540c0361ddaecae5ecd1a19370
cbca.gsa.gov/files/decisions/2016/vergilio_09-29-16_5207__veterans_contracting_inc.pdf,20170505093500,http://www.cbca.gsa.gov/files/decisions/2016/VERGILIO_09-29-16_5207__VETERANS_CONTRACTING_INC.pdf,application/pdf,200,5WZLEVFSNHYXSOEJSBBALIZP2REQ5BWL,1.4,PrintServer170,Corel PDF Engine Version 17.0.0.337,2016-09-29T16:58:49Z,2,612,792,94,80966,87aa176f126c1e11657e27053e2e5f2bac59f73f4ad790465ae03f929608942f,f5b599c6663c82c944d562726dff9d6b5243c2285b29f93453c5690f752785a0a423945a52f6f8aa7dc9db9f97ef46372e946a632bb542b9e94bef2e32c9d1f3
colorado.gov/oemc/events/cwade/2004/presentations/schendler.pdf,20060603225155,http://www.colorado.gov/oemc/events/cwade/2004/presentations/Schendler.pdf,application/pdf,200,DVKZAQ3CUXGDY2H4OVKPJHXM4IDHXP4M,1.3,Acrobat PDFMaker 6.0 for PowerPoint,Acrobat Distiller 6.0.1 (Windows),2004-04-13T14:50:57Z,25,792,612,94,4710024,31a804b709df80b82693586abbf468104b79bfb286417f6cd853fe812429e62d,57a49cfd6fd382c97044eda1ba05cfd0078df3e3e5038b39115f57c5aaadc20fb9ac9aef184b9bcdbb56579997b099793697fe4d9d8052e602f43f8440843f5b
community.dps.alabama.gov/pages/wfreportpdf.aspx?type=0&id=f8ff2d09-363c-4ba3-b9d3-69ac902fb5eb,20100324211402,http://community.dps.alabama.gov/Pages/wfReportPDF.aspx?Type=0&ID=f8ff2d09-363c-4ba3-b9d3-69ac902fb5eb,application/pdf,200,OEP4CRRCT63IR7FA3IVB5BCG2ZREEVGH,1.3,Data Dynamics ActiveReports (tm) for .NET,Data Dynamics ActiveReports (tm) for .NET,-,1,612,792,94,85028,309f09fbd338121ee342c1f2e8a870766d6da47b5501a52b489f501e563913c1,3682d84218911b6bf35f2a5f05c1bc6d3a5d0914c3736c9e5d3b192c47eb89e8c220268d16d94801c91061c682def64738c5f2b7cb4f7059f6e4ffcb9b065dcf
davis.house.gov/index2.php?option=com_content&do_pdf=1&id=41,20090130011959,http://www.davis.house.gov/index2.php?option=com_content&do_pdf=1&id=41,application/pdf,200,J5ZSV4CEZDUKODXRBOAVGJVB5XTR5QMA,1.3,"R and OS php pdf writer, http://www.ros.co.nz",-,-,1,595,842,97,1379,c41ee7084ef55feab632309cefb8657b6ec5992919668ca1e122fda623d21700,9a0de009e9c17d8e0a289078a1ac94c5d29c9b65c9235544038f9beef9e5247fb4fdf7ab650f29c52c6d71f937c967db8e7ee3e8a63caf72ff38e571a34fc5ba
dot.wi.gov/business/carriers/docs/listb.pdf,20090505032110,http://www.dot.wi.gov/business/carriers/docs/listb.pdf,application/pdf,200,HE2GQLBH2WBUUJKRBNZCYY5QZWTVCY35,1.3,Acrobat PDFMaker 8.1 for Excel,Acrobat Distiller 8.1.0 (Windows),2009-04-30T15:23:11Z,2,792,612,94,54759,acc23c3e7d52ca6d9f0b0fdd00c316e89d8d7a007680248c6cfec3af6435ca8f,ad266b77176900bc5d0576b1b567099f721734908eba80c954af655ded048968b88351841171d0c0fd60e4db25ddbcbb4babf0ad4c9057283d2a09bdc31b88d9
durbin.senate.gov/thomson/05.2.ceafullreport.pdf,20100202211301,http://durbin.senate.gov/thomson/05.2.CEAfullReport.pdf,application/pdf,200,HGJIJLL3ZVEO2ISTFZSKH53BIC2K3UYX,1.5,PScript5.dll Version 5.2.2,Acrobat Distiller 9.2.0 (Windows),2010-01-07T17:23:20Z,9,612,792,94,43637,f219d13a26ecfd3580c14253e7c38d2ecf301dfb4babd2ba32d72899b2f2d5f6,dfca2ff595d8ca5b839ae40aa303270a5d4fcf2852ba93eac10b015eba91ce1dbb766f579615a984044322daff6749002ab3176fcc34030c36dd0bc7ae775c4b
edocket.access.gpo.gov/2007/pdf/e7-18447.pdf,20081211152908,http://edocket.access.gpo.gov/2007/pdf/E7-18447.pdf,application/pdf,200,NG33GO534UD2QX6Z7DBE7KHLGNGIEU4R,1.3,ACOMP.exe   WinVer 1c15  Aug 31 2005,Acrobat Distiller 4.0 for Windows,2007-09-19T01:25:58Z,4,612,792,94,64750,b68c23c3b2809e04bd463fcd103844c7e365eb5a5b0d9086e30670dc54704259,e62cb15f49e059c1a226b33a9073f57a6f5ff02588b0aa5ac0125cf31983a3e358da33c517cd93c39e820b63d58bc940d300c88a3c507c597ca332d11a03642d
edocket.access.gpo.gov/cfr_2001/janqtr/pdf/7cfr932.62.pdf,20081228052244,http://edocket.access.gpo.gov/cfr_2001/janqtr/pdf/7cfr932.62.pdf,application/pdf,200,OMIUL266TMW75QUBWV2CUTRL56PSFGDK,1.3,-,Acrobat Distiller 4.0 for Windows,2003-11-25T01:20:01Z,1,612,792,94,45540,7b45125ae16084289bfb524fd442f00a5ecd459cfda59193963fc6da46c9a202,b229ccbea4cc16bc6f2dd4203c2aaaa92f899e0f8ea7c55fe0ba592f3435056d627f2a2362b0603c4b39e6fe4f19527db1241c269a7218c45a9235a150b8e940
edocket.access.gpo.gov/cfr_2007/aprqtr/pdf/18cfr157.213.pdf,20081221104132,http://edocket.access.gpo.gov/cfr_2007/aprqtr/pdf/18cfr157.213.pdf,application/pdf,200,D3UTL7WXYMB5VHKSTM53DZCP5NDOK2J5,1.4,ACOMP.exe   WinVer 1c15  Aug 31 2005,Acrobat Distiller 5.0 (Windows),2007-07-10T15:31:35Z,2,612,792,94,57766,dba3d44879a2e0f042f3420a2eb95780b6b18bb808991298c4a8d9e120d02808,018d2f1590253e2cc32aab687447b23f2480045b121f3c8e3aae9095c7d172d0c03449dff55458d1d597ddf0eac85524357b916adb6835a5cb6d5142227189fe
education.ky.gov/nr/rdonlyres/1c64914b-f2cd-4bf7-8745-9cf3ec88046f/0/stuartmiddleschool200809.pdf,20100224051657,http://www.education.ky.gov/NR/rdonlyres/1C64914B-F2CD-4BF7-8745-9CF3EC88046F/0/StuartMiddleSchool200809.pdf,application/pdf,200,WTLBOK7EAQPHVUW75UU2AI47NS3XJ7QH,1.4,PScript5.dll Version 5.2.2,Acrobat Distiller 7.0.5 (Windows),2008-11-24T14:41:11Z,74,612,792,94,296904,c6101079b2eab8489ed4d1086d29cbb084a2ba17bcd31abd6824efd6eb1eec29,960822c1816dccb81834b705e23dc8452c1529d40435b96ca86a98f2f41f5aa99c623e96f3ba06c40e88b4f125d56dc301ba2ab4afc85f112c23671f3a775dbf
eservices.nysed.gov/sepubrep/mainservlet?f=pdf&school=440901040000,20100426014242,http://eservices.nysed.gov/sepubrep/mainservlet?f=pdf&school=440901040000,application/pdf,200,HOX6HP64JIBXKA2HFWNSAWSJFUHWENGZ,1.4,PD4ML. HTML to PDF Converter for Java,PD4ML. HTML to PDF Converter for Java,-,6,595,842,97,136601,f486f0ed2e9aec62178cef1fd21dd563942df184786820350a1ffd00e1c79fc8,352b1d8f68dd5c9aa0faf661fd5a4da59a24dca332f6230324913ebf845d9ff2a35b6b985b4da4367871570b492f0ba52f1423f1a99300771edacac4fbeefd8d
foia.fbi.gov/marshall/tmarsh3.pdf,20030321002323,http://foia.fbi.gov:80/marshall/tmarsh3.pdf,application/pdf,200,LLO7S5EGRT25W2HWQK2FCIFNJGL6OLQ3,1.2,szha262.tmp,Acrobat PDFWriter 2.01 for Windows,1998-03-30T14:37:50Z,189,627,806,97,4887679,e765bdb855dc4b0ddb8a14a133ca88000c0f6fe5cf0eb7999d4974d14da1c39d,c84123128f5132d3d7ffa912bc91c49ab41ec5f0ab7f84739cdffde1f2ceeb8ed0f9021c52230449f00cdb84c28d7dd192c1c2636926ce8225308739426a6e48
frwebgate.access.gpo.gov/cgi-bin/getdoc.cgi?dbname=2001_register&docid=01-24214-filed.pdf,20090119065654,http://frwebgate.access.gpo.gov/cgi-bin/getdoc.cgi?dbname=2001_register&docid=01-24214-filed.pdf,application/pdf,200,PKUP7YPNPYN6ZP26TRK25TL7U6WLNSGT,1.3,-,Acrobat Distiller 4.0 for Windows,2009-01-19T01:45:07Z,1,612,792,94,31821,d2639cad59bae5e537a4b22ce60a9aa14447af3c3c5e487cfe13ea1502cf4d4a,dff5388b6b08d8b581615b0e209fdcd944ee331c159c2b7becd29c620d7370bbdd18aeb9c734f9cc22ff492fc129ac49a9b16174a8e373ca24f1ca7853019849
gop.gov/c/document_library/get_file?folderid=11&name=dlfe-760.pdf,20080925113251,http://www.gop.gov/c/document_library/get_file?folderId=11&name=DLFE-760.pdf,application/pdf,200,M3UMH7U2AYMM6ZLJQSJII5NKQYFUTUFO,1.4,Acrobat PDFMaker 8.1 for Word,Acrobat Distiller 8.1.0 (Windows),2007-10-29T23:15:58Z,2,612,792,94,82299,df72b0f64f0f93702de621e884f7829aaac405ec964de54209218c89399c03ff,1f5214eec5ac40405dcfee448cd7ce11ad8059ece6358b2f578014628434525bc2ee949540616ad916a07cd4a1983e5bce3765d37f7f33ea57cc90e2f5aa3458
