urlkey,timestamp,original,mimetype,statuscode,digest,company,last_modified,last_printed,file_size,sha256,sha512
nsf.gov/statistics/infbrief/nsf07312/table1.xls,20160510155758,http://www.nsf.gov/statistics/infbrief/nsf07312/table1.xls,application/vnd.ms-excel,200,FFOFFQGCG3QXP7H5O2XOEODTICRWRV63,-,2003-04-04T14:00:56Z,2007-02-06T17:07:25Z,39424,ba92405b552a177553fc9f820dd03056b44093c8a07e2513f9e3a8ce0a288a0a,afe7f2ee350ff5093a326235d500df7671af9db03836768909c3454e0ca4d4bd2c57fd9bd1cb80a86748bd08a66e4c15e7a8eb107fdc5ad96516ac18d892ef59
nsf.gov/statistics/nsf00317/tables/c96a.xls,20121014124735,http://www.nsf.gov/statistics/nsf00317/tables/c96a.xls,application/vnd.ms-excel,200,W5UUBFRRAIEHSATJPHLRFOM53CTQECZM,-,-,-,51712,ecb2f63df966074c082877c546dbf5bb04509f8ae80da365bf127364cb6b821f,0b809f278edde51c6b3e05c174921106dadc122a9c29abab31733283cc9d96932a6782cb2c8d8c592df5d1372326fadd68df7a396062b6f830b9a0dec55200a7
nsf.gov/statistics/nsf13332/tables/tab96.xls,20140704072556,http://www.nsf.gov/statistics/nsf13332/tables/tab96.xls,application/vnd.ms-excel,200,K4T3IAD57XIK3LUBXRPTIXZSX2WSFXBS,-,2013-01-08T18:37:44Z,2013-06-12T14:48:02Z,46592,4f2afbe55790e75efe2155d39e2c9617a0c8e1d7a147a2dfdb96aa6b5a0cfd9f,e26ff85d64eb03c3c39f3bbe42677aa1e71e5e61db3a962eb12e765c01485a913dc799c5405444137084e23f89957c071976a2966b357d751e5708aa3113843e
nsf.gov/statistics/seind12/c8/tt08-49.xls,20150413093359,http://www.nsf.gov/statistics/seind12/c8/tt08-49.xls,application/vnd.ms-excel,200,IJOSYFC67C2BYYFAB7SFB4LLS2WJDEUT,-,2012-02-03T02:38:51Z,2012-02-03T16:26:40Z,49664,1ba1c098261137e4281c64d6b6253e7b3f1f725153d66436c82cf50badd867b1,a19c1966ba13d695290cb67a735354051e31540e5af6fbd7fcc19e560cfc4e73ede465e516541d7157ac1fe3819565a4892e13078c7c0965c2f67a6bc873bdc3
osdbuforecast.hhs.gov/hhs_services/excel/forecastexcel_2308496.xls,20090402000202,http://osdbuforecast.hhs.gov/hhs_services/Excel/ForecastExcel_2308496.xls,application/vnd.ms-excel,200,25YOM3GMNXM4XNX5DWLTCHOFQFK5KNAR,-,-,-,30516,a8a2f90db21d9254dae922878823cccaa94bf492a9bd411a5379538e2e1c4a5c,777fae269114a12ea106e357a76501230b15198687a1eed943d6fb3de9823ead25c6062f76208a5cf2f335ed6ecf9f18aa8d3d86b11c7735c71406b9d0af4247
partnerships.usaid.gov/partners/export/1646?order=field_start_date&sort=asc&attach=page,20170705221153,https://partnerships.usaid.gov/partners/export/1646?order=field_start_date&sort=asc&attach=page,application/vnd.ms-excel,200,K6ME3NRLREPHY6QYAA43XRZIVOBRZYWL,-,-,-,969,3216ddbb383d9ac963deeac3f67ec7f031386c40682756bb94b1fea8b3eab4b0,14c7438586e2a1c90778a9fa871c580b3971d1f7239a3c649e845a24c6530786cf1b14f3def5f863926b53f5235c3601c7c0eb436d453b52a1b19c0371863ca6
personnel.alabama.gov/documents/secure/payroll/2009_payday_schedule.xls,20091022060413,http://personnel.alabama.gov/Documents/Secure/Payroll/2009_PAYDAY_SCHEDULE.xls,application/vnd.ms-excel,200,KXKAA5R37CZW2XQ7D2LWMCCFEHMQMKDG,Comptroller,2008-12-08T23:05:23Z,2008-12-08T23:05:41Z,26624,16fbb9ea4aa8392e549347160c28dea63a8b2c61df8c75b43a8926cd050a83b3,7bbc19ce796e5f88ff050d7dd4dda1075621c97f39c42f71076c2a16d762f889156becbb4eb4b550d04cd653419dfbe72933cc3febf7b5cb4974e72920d1507c
recovery.gov/about/board/documents/ratb+monthly+status+report+april+2011.xls,20120202221105,http://www.recovery.gov/About/board/Documents/RATB%20Monthly%20Status%20Report%20April%202011.xls,application/vnd.ms-excel,200,YBNSS7UFY3PI4MMLNVQBW6NKER6AQNB6,USDA Office of the Inspector General,2009-02-26T10:56:03Z,2011-06-06T12:30:31Z,129024,439e1f182b4b66375a532c1426c067f191231cc5446be6ff37f0b7dcd4e46178,90622e443ef92d2606fdac895b60a7331ce367fe53542c85da017276ab1350151ce884439681445ff3c8534673003c79f0ade581587d84de872030f691583754
recovery.gov/sites/default/files/ig_financial_status_20090501ratb.xls,20090613004841,http://www.recovery.gov/sites/default/files/ig_financial_status_20090501RATB.xls,application/vnd.ms-excel,200,FPAU5RJ24PWAOVJ66GMURNU3DOFBMHUE,"Sony Electronics, Inc.",2009-02-15T21:11:55Z,2009-05-07T20:27:42Z,89600,cc241d2fccb9109b5c132d071032b46d1b8caba586fcac6ef4891baf8e5f727e,d4b034c79c39061de62b4650ed1a16abab721fe3fc9333c132c6a2dc644c5cbb39a1f5527accb4d1c79a6f177e5dfd555b783ff73fd8b3833fe34c141337d79e
title2.ed.gov/public/datatools/2014/northernmarianaislands.xls,20150402095302,https://title2.ed.gov/Public/DataTools/2014/NorthernMarianaIslands.xls,application/vnd.ms-excel,200,UTCGIOPQTZJIPKMKZR2S3MQKQPJ5XIY3,Microsoft,2015-03-10T12:44:58Z,2015-03-12T21:33:45Z,70656,8fccc914034ef1a0611187d81cfe63e87c578079328c4738d1c7704b3c283ce0,3d61a0e14c15252aad6a5679fd6d18723803af2b6370a0359b26370992d98300af801295c42a84ba3f1dc6b63c5b7e48fb7996cb7667a9144128971cebed0f34
ars.usda.gov/sp2userfiles/ad_hoc/36400500resistancegenes/bar-rsr.xls,20091016223154,http://www.ars.usda.gov/SP2UserFiles/ad_hoc/36400500Resistancegenes/bar-rsr.xls,application/vnd.ms-excel,200,UYBUGFVJZPZV4OAY2JVASYLC6BTBU3ID,-,2008-01-17T15:17:16Z,-,16384,8664740754dd64fc01934bea7fc132999aa68e844d1ec3704fbece540c560631,28684867ffad17a68737fed602debb0acec5d228244169bee27301f7fe18178bd819f8f24ddfe100c5408a9732b82179029895016ea67ad48136e0f92efc350f
benefits.va.gov/reports/mmwr/historical/2011/081511.xls,20161213093342,http://www.benefits.va.gov/REPORTS/mmwr/historical/2011/081511.xls,application/vnd.ms-excel,200,Z7N2W26DJZWGHE45FTIBXQG6YZ4OCXXI,-,2009-08-25T18:46:26Z,2011-08-15T17:07:25Z,74240,7503afe6adc605e11306a34850126a33cd0709fb2e54d55b4982e813324a8f57,2493d1b57f0848cbf8b34fddcb1c461656226c2142916466a2cc413af3109b6ec6080c5fb4c468599ef9b9a68f3a281670c88f2c9e692a2225700a7b8eb5e952
cdph.ca.gov/programs/cpns/documents/network-lia-gm-a3-sitechangespreadsheet.xls,20110726171225,http://www.cdph.ca.gov/programs/cpns/Documents/Network-LIA-GM-A3-SiteChangeSpreadsheet.xls,application/vnd.ms-excel,200,TFDZR3BPKOGCTMARJP2SH4NHQ6Z2NNMG,CPNS,2009-11-18T22:05:40Z,2010-04-15T16:42:07Z,39424,395cfe6d0daa092312323309c5789a5ffe0bd778301e9d9720e325ad67219b0a,9166cadf6afad5b080db76b68988823baae849a19bbf8d5604e1d2ce447b6c23ea7d0baceb3077d5d3a390847868ceedf02f6b01f9be8fe3f6592f34bdfbf6d9
dbhds.virginia.gov/documents/ofrc-110.xls,20100125205203,http://www.dbhds.virginia.gov/documents/OFRC-110.xls,application/vnd.ms-excel,200,3BPRZVBBLSECTEM3RP4CAQWJJ7VRQHL3,-,1998-07-01T12:45:38Z,-,87040,e5242194b76f45dd1b6f59b1b7aefe158054d79e2c1d20378e2721017c91cae7,5a869105a4966aaeae1e865414c0589b2514f5fa2e48757195483d0f485706f668fa40de593b404f697e10364e84f008972ed40c49d450dd0a153831a2605e2e
dhs.gov/xlibrary/assets/statistics/natzprofiles/2012/cbsabook301.xls,20160312075740,https://www.dhs.gov/xlibrary/assets/statistics/NatzProfiles/2012/cbsabook301.xls,application/vnd.ms-excel,200,6C6BG7WRFUJOU5FRGAODBC53D3AJPGLB,Department of Homeland Security,2013-03-22T14:26:48Z,2013-03-22T14:26:49Z,32768,3a5301defbc7ea290fb555761ae5ef3649189df63c6438f913558eabe51926f3,655852b68b0f7b4219695990ab54934a22d2077513496cb550425c7e0b5152cb3661769196846edceb81fbc85e69c0c4d11f078e41f749f7956af3f6f0063c6d
dwd.wi.gov/oea/employment_by_industry/2002_cewpivot.xls,20100628194003,http://dwd.wi.gov/oea/employment_by_industry/2002_cewpivot.xls,application/vnd.ms-excel,200,NFLGB5R3BUDQN34NJ3JIQJLGOGBEJMFE,-,2003-05-06T16:36:20Z,2005-07-22T17:57:29Z,573440,52636b8b623e799ede0592b18ac3f93791ee364946ad5e5f84f4becfddf8a30b,3cf91ccf45df73d42c2c7fe0e4ce0a95aede5b67426a8c6ee90c855d5b3c0952242e7d20c03436ca5e4e959e7c5e24a4eb55227aec11c2ae0033494571db3473
eia.doe.gov/cneaf/electricity/st_profiles/sept02vt.xls,20090402141917,http://www.eia.doe.gov/cneaf/electricity/st_profiles/sept02vt.xls,application/vnd.ms-excel,200,NIFJ3ILNSNT7RQJOBJSOON5HEFFWODKB,DOE/EIA,2007-11-21T18:56:23Z,2007-11-21T18:56:25Z,18944,caf72abb7824dcf799ce909fa41621cc887efaed0c0b06293c96be863540d5de,3b63b5ccca4a037cab2070276afe5374fea97ff12630a220dda44d12e88e0bce04d351156df8473be5f83bace262d91d1e67f5c26405a3a737f12c9749056a97
eia.doe.gov/emeu/international/recentelectricityimportskilowatthours.xls,20090916200708,http://www.eia.doe.gov/emeu/international/RecentElectricityImportsKilowatthours.xls,application/vnd.ms-excel,200,MJDRZH7CMCDMKRDNCAPSPRUOGBUQSVQ2,DOE/EIA,2008-11-24T15:49:17Z,2008-12-07T19:51:39Z,109056,2bbb626fde9b9036e97b209fa1c5a62bb8e2c57086634e0b12ceb5e3071c5fd3,ff89ce9bb45a7d7de2977352a2fe5b2f65858c3a2acf762e93bafff43ebf756d94eb63b5331cc93ada9bf1e94c1fee0ef10f62327ecde2dc492128c27bcf545f
faq.bea.gov/histdata/releases/gdp_and_pi/2012/q1/third_june-28-2012/und/section4all_xls.xls,20151118235158,http://faq.bea.gov/histdata/Releases/GDP_and_PI/2012/Q1/Third_June-28-2012/UND/Section4ALL_xls.xls,application/vnd.ms-excel,200,AZFP5MY4XOWNKGJYFNYJ5ODDW3YP3UE3,USDOC,2012-06-28T13:49:53Z,2012-06-28T13:50:02Z,116224,179f72b2870a452428a684a5c07e0944c1f3daa0d07e712cca4d2c847f592767,a653e4c56e33305df749b01956e9ca1914c6945d3a06d58f9724fe4f27d2674e439a5ab20868c196e3aa18d32d28a36d00ff65e2936c50829d33cc06d4e83852
faq.bea.gov/newsreleases/regional/mpi/2008/xls/mpi0808.xls,20151114130104,http://faq.bea.gov/newsreleases/regional/mpi/2008/xls/mpi0808.xls,application/vnd.ms-excel,200,ENFIBBAS7IAAQV7KZE6UDRBWHKCNDN5O,BEA,2008-07-28T19:35:35Z,2008-08-06T19:38:56Z,79360,31d2036fa94db7b8fbfcbc040568b541e2996271a608caf7c700717395442504,d79ecbb94005ca9862a47ef0588dacf647f978ec3da0805b6bd6e86a67ee597136ce4610482631ad7e66af8ae19f278e73007062d8fb9496680fdc6ba1b69e8e
fbi.gov/ucr/cius2007/data/documents/07tbl08nj.xls,20150208161259,http://www2.fbi.gov/ucr/cius2007/data/documents/07tbl08nj.xls,application/vnd.ms-excel,200,7N37HHTXZ5XX42KJFRHG7T2UAWUN7XEP,-,1901-01-01T00:00:00Z,2009-09-05T04:35:29Z,79360,974311c6b3ce5cea37d0146020a289a4163d15612ca7672e3129993c19090bea,0a8fa6e263b1f670eda7a1b56ae1c456d3bf66918f9953d2c00a2ca2b1097a861749813046e184f2edad75fb2ed9658173a27f0df761ebf2f51f44664739b77c
fbi.gov/ucr/cius2007/data/documents/07tbl79nd.xls,20161216151929,https://www2.fbi.gov/ucr/cius2007/data/documents/07tbl79nd.xls,application/vnd.ms-excel,200,SNOWDKCEM43YSRLSTGRQNRKQU5D4BO2G,-,1901-01-01T00:00:00Z,2009-09-05T04:46:41Z,14848,e520be9f3e289ab8018ea9a6762ef785783f8de7d925da871a1e6c7747a58e51,e6d39e7929edfb03924f8fc6bf1c5943bc0cb819d338a73e8931e1536e64989b6a1fbad80624c2bd0c77e2d83f6a166183f520af1de40be03f84d61e7dc5bd30
fedbbs.access.gpo.gov/library/mf2001/010142m.dbf,20081205041602,http://fedbbs.access.gpo.gov/library/mf2001/010142m.dbf,application/vnd.ms-excel,200,4MFK7UMQSAL6JQUZA22QXR5U2SDQTB4O,-,-,-,418,e117e60945637ee766a43da8368ab3426c368edc0c3468b0a5e58ceea8325486,db9184ed89fb10e203de90f37d7757508224de8f6116cfe960c287d3d06f313e8bef9df84289c9282db7b4067ff26811b39aba203e9691378f3103c1eacf0b6e
fedbbs.access.gpo.gov/library/shipl99/990226p.dbf,20081205064123,http://fedbbs.access.gpo.gov/library/shipl99/990226p.dbf,application/vnd.ms-excel,200,AHMYODNGIFBSDJQ6BFCDF5EAN4SXIMZP,-,-,-,14764,0004234ee2ff83fab787a7915ca0c2133dafb57a4edb73c45e6eeb8cd19a4b39,4e356838d0998f42781b904f46aaeaef4b0763af0c90155795cb773d3c0cddf469856311eea5c73f0f87670706f84e221462d3e1cfcedcb73956a50164f8f849
fedbbs.access.gpo.gov/library/shiplist/980339m.dbf,20081205080954,http://fedbbs.access.gpo.gov/library/shiplist/980339M.dbf,application/vnd.ms-excel,200,ZYD2V4TX3BQE5UN5HELVRUUT4HA6KB6Z,-,-,-,3008,330fbee76c3cfe54de296cbed5283afdf16ee0d675ae79d29ef1cfc9286e0691,ffee4b4357fb5e421e3067d0d36c375c4c6111aed371d46b2687161967d2f8e87e938368799e3df4c964fe8ffbf2956a65dd0d510c9c27d823575f38e7cd34d5
finance.alabama.gov/content/go_zone_approved_te_&_aar_for_eb_aug_20_2008.xls,20091007231251,http://finance.alabama.gov/content/GO_Zone_Approved_TE_&_AAR_for_eb_Aug_20_2008.xls,application/vnd.ms-excel,200,4ES7XVX3XJSM7RRLXTX6XSXIPGZCO5UI,-,2006-01-23T15:05:50Z,2008-08-20T20:28:55Z,44544,12dbe097e09338ea75d040ce3d5d40bcc637957403f996d7c1a2b76df2b4e38b,dfce5fb8f0be0a367002669c148aae8ea35c952096f07c08b64af06cdc4ebc934b73071ae661c189cedab98fe12646acebfd3a7579a728a5c7207cedaf67af4f
iris.ed.gov/iris/ieps/grantdownload.cfm?type=adv&page=0&count=25&keywords=&keywordtype=0&scope=all&programs=0&years=0&languages=0&institutions=0&disciplines=0&regions=0&subjects=0&states=0&countries=209&unpublished=0&gofind=go&sort=program&sortorder=asc&tab=brw&col=begindate,20170312220421,http://iris.ed.gov/iris/ieps/grantDownload.cfm?type=ADV&page=0&count=25&keywords=&keywordtype=0&scope=all&programs=0&years=0&languages=0&institutions=0&disciplines=0&regions=0&subjects=0&states=0&countries=209&unpublished=0&gofind=Go&sort=Program&sortorder=ASC&tab=BRW&COL=BeginDate,application/msexcel,200,CUN3RVGEX6XTSYJ5LP6N56CMWPUNRN2R,-,-,-,87083,94f57fc0482f82a07675963cba54447ddef41ab25762ab0b8818ed1bef6e62dc,b2f2f9b0b00346cb38c6878b24a7270911e9bd702cb7b33ace1daaa4a5d0c94f009da976b99e02851eb52b97d906867691aff04fa8abb42fab7079e6e2a6392e
iris.ed.gov/iris/ieps/grantdownload.cfm?type=adv&page=0&count=25&keywords=&keywordtype=0&scope=all&programs=0&years=0&languages=0&institutions=0&disciplines=26&regions=0&subjects=0&states=0&countries=0&unpublished=0&gofind=go&sort=begindate&sortorder=asc&tab=brw&col=begindate,20150315085734,http://iris.ed.gov/iris/ieps/grantDownload.cfm?type=ADV&page=0&count=25&keywords=&keywordtype=0&scope=all&programs=0&years=0&languages=0&institutions=0&disciplines=26&regions=0&subjects=0&states=0&countries=0&unpublished=0&gofind=Go&sort=BeginDate&sortorder=ASC&tab=BRW&COL=BeginDate,application/msexcel,200,YH46BASCG62LNT5ITJEKSTQD6ZQTK4DO,-,-,-,374316,c7d9dfb42883840e0b8ca86a7a10cd11c5d4c15b318d3759217590312a3a02bb,b390d53f207740fc12f34a2a6671b4497049d2e20835109c3258f3565154fd5dea5e9061768775985fe575a46a9af0e22f3a991b21ec0b3083586463e0c2aed2
iris.ed.gov/iris/ieps/grantdownload.cfm?type=adv&page=0&count=25&keywords=&keywordtype=0&scope=all&programs=0&years=0&languages=0&institutions=3227&disciplines=0&regions=0&subjects=0&states=0&countries=181&unpublished=0&gofind=go&sort=awardnumber&sortorder=asc&tab=que&col=begindate,20141210030207,http://iris.ed.gov/iris/ieps/grantDownload.cfm?type=ADV&page=0&count=25&keywords=&keywordtype=0&scope=all&programs=0&years=0&languages=0&institutions=3227&disciplines=0&regions=0&subjects=0&states=0&countries=181&unpublished=0&gofind=Go&sort=AwardNumber&sortorder=ASC&tab=QUE&COL=BeginDate,application/msexcel,200,3TXZMXIQRTEXJM2PBTORJVJJ5VUUSVCQ,-,-,-,16378,e4519ad16b051248359614044067219caea785159b3bed2927583e781dc68d51,147d3097abcfd6c983a120bf82c25ec484683326792336289e839ac645f76e1d55d6f33154e1251a0da968285b1b0fc8d7a71a9581d3e6ff5fc64176d07a0529
iris.ed.gov/iris/ieps/grantdownload.cfm?type=adv&page=1&count=25&keywords=&keywordtype=0&scope=all&programs=0&years=0&languages=0&institutions=0&disciplines=0&regions=0&subjects=0&states=0&countries=51000&unpublished=0&gofind=go&sort=begindate&sortorder=desc&tab=brw&col=begindate,20170307074509,http://iris.ed.gov/iris/ieps/grantDownload.cfm?type=ADV&page=1&count=25&keywords=&keywordtype=0&scope=all&programs=0&years=0&languages=0&institutions=0&disciplines=0&regions=0&subjects=0&states=0&countries=51000&unpublished=0&gofind=Go&sort=BeginDate&sortorder=DESC&tab=BRW&COL=BeginDate,application/msexcel,200,KONFHZJUEQHQIJDV652A4B5A3SKTIDFH,-,-,-,32092,abf799f7ab712cd2299d42dd598af6703c1a5110f0d58130b0004bdf68fb93f1,96f0414f8639f7ec5ffcdafbb439c1f2e65c12e52cc06916358a031eeb6a5528a9ae7eef85bcade901ab073d684a94743ca50df482a34b6371fa0a8191e4d636
mass.gov/osc/forms/contracts/ct.xls,20060716182507,http://www.mass.gov/osc/Forms/Contracts/CT.xls,application/vnd.ms-excel,200,COJC2TXG62SYMLMW2TJ2ET3CE76GJXMT,OSC,2004-11-19T13:27:17Z,2005-02-14T22:30:00Z,76288,4a5b802a5eeec7dbc405ae76fa7a04f391646f079788e109f6fd59c9cef37686,4ef735568c714f97eae9671c20bdddbc01df7722068ac499f924d5be35902ff1eefc9d98c3003879943af354b60af41c1799043c83e67563924ea65c4f831766
mdt.mt.gov/other/survey/external/survey/manual_guides_forms/baseline_user_reports/lindsay_cbl.xls,20090409001207,http://www.mdt.mt.gov/other/survey/external/survey/manual_guides_forms/baseline_user_reports/lindsay_cbl.xls,application/vnd.ms-excel,200,NVF66KT56K57ZTNZBTX5RJGX72NEEJJF,MT DOT,1999-11-09T18:00:37Z,2005-04-04T17:28:54Z,22016,db5204dd4d604559ec4167f05117978db9419a146b2b9328ae2741d578c31144,71b1c7217d80ee097e03df59eaa80f8284e88f057b8b35fbc9b88877c36b80eeb16d3c78a78ee3257a20de22b0404b1f836f2bbf9993efb392b43aec85a1ffe5
nces.ed.gov/programs/digest/d07/tables/xls/tabn326.xls,20090407070412,http://www.nces.ed.gov/programs/digest/d07/tables/xls/tabn326.xls,application/vnd.ms-excel,200,SNXDPENRECMPWQ7EQO6PF6KAD4UUWJ6S,-,2003-09-06T03:34:14Z,2008-02-06T19:06:02Z,37376,50914d37d75fd2dfebe431e8f3bdb83f53dcdbf97d91f785eab479aaa54e5576,e05e9920342c5f744bbf0ea3730a2e2dac5b10ea0b5f7efc6600b2ba060db5522c38185181b440a1ed4bd18ba6048553cfd5b0cd993a51cf8d0ed18659e8d95d
nsf.gov/statistics/fedfnd45/fos45/tables/fepa1.xls,20140706213828,http://www.nsf.gov/statistics/fedfnd45/fos45/tables/fepa1.xls,application/vnd.ms-excel,200,MLIIMHBWOVFWXGVMA5EJ77BL5Z4DHYSO,-,2008-06-24T21:23:51Z,2008-06-24T21:23:51Z,53248,7529ec06e0bf957d54b299e648bfb27ac08ad3755f50da4a4f017aed1cf8b542,1ed81e23e96d5e09e48696eb8ed6937a9083892823800a5f29178c314a57a7c303b467e894c8c5fe4e9e5f296532e55c222811ed8e9f131cfe07d413a8000779
nsf.gov/statistics/seind06/append/c2/at02-11.xls,20110711205544,http://www.nsf.gov/statistics/seind06/append/c2/at02-11.xls,application/vnd.ms-excel,200,3VD6ZNSNATZMOXQ7FXJM24PMADKIJ6FI,-,2005-10-17T18:27:50Z,-,39424,d302e7c5fa95e66c1feb96b6f109fd0747c8984a56181a257232fdc9750beeba,121885372430582cfed70c70c67274c3a748606fdf60535fb91efb1aa604509f68ec0347b1427cd44f34565bf004cd9fe689099b73ce4d87f184ccde161ef7f3
nsf.gov/statistics/seind10/append/c1/at01-19.xls,20100414132432,http://www.nsf.gov/statistics/seind10/append/c1/at01-19.xls,application/vnd.ms-excel,200,7QEXM3WRJSG3KL6BI2JQCEV32CGIF4DS,-,2009-09-16T17:53:32Z,2010-01-08T21:40:27Z,98304,5c24729ec688148c2b94764c431d66caf46eb6b21a4126fe0236581c9d29d88e,26f71f3e1c06aae1e38b2d54344065c112ff5e875332d462e2f0738b24bf2181bdcdaaa13f210780f13ab20ee2918586b5508fdf46152a4911c0d81256388ee7
nsf.gov/statistics/seind98/append/c7/at07-17.xls,20130507193615,http://www.nsf.gov/statistics/seind98/append/c7/at07-17.xls,application/vnd.ms-excel,200,EAEG7XGZZFHJKBYDNFZVDAQMNGY67SDT,-,-,-,20992,3e91510b120d5f8cd7c7d2d648e8ea7ba6da642cfeaf407296c99961da63b8cf,ad36a9eebfe6b90719f497dc8a9312d4eee51050ee549978f5c2e85b084dd0b4fdf3b10a2b03227f18f88a4df3927cf419932df1af3ee5bf2ea432adcc55d6e6
origins2.recovery.gov/faq/documents/dot_weekly_financial_and_activity_report_20110204.xls,20110216190611,http://origins2.recovery.gov/FAQ/Documents/DOT_Weekly_Financial_and_Activity_Report_20110204.xls,application/vnd.ms-excel,200,GLLUN4CIHRTFCFCPV4VDU5X4BGRJT7DZ,-,2011-02-07T18:12:46Z,2011-02-08T20:57:33Z,1837056,475d5b76fefc0ce61d752e91e51ec7841e43810440ed2c4bd63b7fd616f6620a,0f47db009bedc55e2b4ee921e4fb72fd620178b4e7d309faede175659e493ae32d701531653dad482d2c591aab3392af05630c8e19b5dc0d24b1fbba6ddab09f
origins2.recovery.gov/faq/documents/ssa_weekly_financial_and_activity_report_20110415.xls,20110430005250,http://origins2.recovery.gov/FAQ/Documents/SSA_Weekly_Financial_and_Activity_Report_20110415.xls,application/vnd.ms-excel,200,UJGGP6Y4JKBKZGHVEHIIEFUCWJD5SUIT,"Sony Electronics, Inc.",2009-02-15T21:11:55Z,2011-04-19T15:22:43Z,2143232,4a06ec9916ae41eb40ce8481e62138401dd4b46cc7f154eee16547b8ad39bf64,1d0b6c78936dc24d5eb0c282ee6b77475edfeb2b31a053109c08e95891106d8fa4f49e3955e9031be5962a307dd9ea665d64d2bc3b1456a06c5b417e2451cc67
ssa.gov/recovery/2010/09/24/weekly/ssa+weekly_financial_and_activity_report_20100924.xls,20110817081559,http://www.ssa.gov/recovery/2010/09/24/weekly/SSA%20Weekly_Financial_and_Activity_Report_20100924.xls,application/vnd.ms-excel,200,47FGSXCUO4P7XLX5LCWPZFNFYNSJ5U4R,"Sony Electronics, Inc.",2009-02-15T21:11:55Z,2010-09-28T19:27:01Z,2127872,dccc7992d076f2e6a31cad51b43fc71927e59b0ec3bd251e50a2c0597bdcb68b,4917915ea87e0877900ca41f7d0ede093835a4663efc703f221bfb8196f0f0ca581454aa03c7f703938fbc759483d5598ce5aa724381f3d126cfc2471052c597
treasury.gov/resource-center/international/development-banks/documents/august+web+data+10.xls,20160512203315,https://www.treasury.gov/resource-center/international/development-banks/Documents/August%20Web%20data%2010.xls,application/vnd.ms-excel,200,DXCCAELB2SKWWNG5WFWEQJWTJ5M6FD5S,-,2010-09-09T20:57:24Z,2010-09-21T14:47:52Z,52736,0fdeeceb3b059da742d09fabdfdca8d452c8e8f6d97f9f38bad1d222b217ede9,b7fd668b0d30c90e1f2badd5120f3b600b0a069729da84335730284f3662c47824f5a559c6b6c8489ff8cb4132dcd6b7712e82d614ddf8c4cd9dc7a31bc152ea
wa.gov/courts/case_ld94/sup/durproyr.xls,19970508041039,http://www.wa.gov:80/courts/case_ld94/sup/durproyr.xls,application/x-excel,200,AEG5SI3LZP2QO6GY5ZLURAMN6C5V3WVZ,-,-,-,9721,a0c29fdf238cb1439446f41ad02c351e79f712a026a669593cfbdec824dea330,a11b7d508f0c91de361c940b53c33a98bfb8ba8aa34554ac7966d626ab0520d4da17e6a55ce302ff6df49c4fb99244dbc3d49bddd739129d5d529dd8b78a9343
whitehouse.gov/omb/budget/fy2004/pma/radiologichealth.xls,20051025010916,http://www.whitehouse.gov/omb/budget/fy2004/pma/radiologichealth.xls,application/vnd.ms-excel,200,QOF2UGOVUZQ35ONG3QTP77PTWIW4OKJ2,EOP,2002-04-18T17:14:40Z,2003-01-24T20:05:58Z,131072,c10376cbe146a7055cf14a83ff5363e274089dc60a8e638632ec08647b42ea5f,16a1b91a0c2637e8577a27b3aba1abcf054472d8cebd83735f298f98ca228dc7ae267b6301cdc9570ab4bfc1478c1b256a6d187775d5f0b2804f45f9773663af
www-stage.dol.wa.gov/about/reports/wdl0905.xls,20101031003554,http://www-stage.dol.wa.gov/about/reports/WDL0905.xls,application/vnd.ms-excel,200,524B4HLLNIMLH47UCPJCM4YZP66GN4AU,"Dept. of Licensing, St. of WA",1998-10-07T20:38:17Z,2009-06-03T17:13:02Z,862720,b44155b1e6148fe18009dab824de8b4845ffacc4b5d068dba8623aa9dd56321e,e5ff0448fc30b38e7696b4a485e0c52fddadab16948927a15d50b4f937cd1e4a3d75d247aed9b2961861b5740545c255d72780c54f9756dec439d28777db0701
bea.gov/histdata/releases/gdp_and_pi/2002/q4/final_march-27-2003/sectionsall_xls.xls,20160120214843,http://www.bea.gov/histdata/Releases/GDP_and_PI/2002/Q4/Final_March-27-2003/SectionSALL_xls.xls,application/vnd.ms-excel,200,XQ6LJU2TICL76QRBT26XRSMIIBUDFTAB,BEA,2003-03-26T16:47:14Z,2003-03-26T16:47:57Z,272384,ef4860cc69125d0bd9f9ef29d0d55ec465745743c64c5f285b98ba656aab2704,bb9233477a421360a6876bdeb7f7360894b8491c21fae68943eac779c412040ffd73c3cf18da2ee4985641ac4396d282e1def56693e2bd4c03008bc3414d24d1
bea.gov/histdata/releases/international_transactions/2012/q3/preliminary_december-18-2012/table12-luxembourg.xls,20160419085306,http://www.bea.gov/histdata/Releases/International_Transactions/2012/Q3/Preliminary_December-18-2012/Table12-Luxembourg.xls,application/vnd.ms-excel,200,DMUNE3ROP3QWUQ27DQMCEUYFL6TMI6W7,-,2012-12-14T21:57:19Z,2012-12-14T21:57:33Z,103424,91b32fbc755997aa3ee0bb2ea64d9f9b2f6244b25684f09ee934450b4b480379,ac48928322356df4f212b478a32a5e24694482334b92dd488429d0b0b7a0c1f9dba585865636f94bd8d96c9b0b6f0c587b3f8488fdb5387232c5dae515c99813
